SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,LOCATION OF BUILDING ON THE LOT (IF GARAGE CHANGE TYPE CODE TO BGD).,IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,IF THE BUILDING IS OPEN WHERE IS THE ENTRY POINT?,IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,ANY PEOPLE USING PROPERTY? (HOMELESS or CHILDEN or GANGS),ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,15-02594337,06/09/2015,,,,,,,,4050,S,ARTESIAN,AVE,60632,1160682.64392506,1878055.23102173,12,9,58,41.8210767359012,-87.68604870042722,"(41.8210767359012, -87.68604870042722)"
Vacant/Abandoned Building,15-02586885,06/09/2015,Front,,Open,,Vacant,false,false,2541,W,63RD,ST,60629,1160410.22306854,1862793.52338313,16,8,66,41.779202263453556,-87.68746875988484,"(41.779202263453556, -87.68746875988484)"
Vacant/Abandoned Building,15-02589490,06/09/2015,Front,,Boarded,FRONT YARD FULL OF WEEDS -- THEY WILL NOT CUT THE LEFT SIDE,Vacant,false,false,6921,S,CLAREMONT,AVE,60636,1161931.66569763,1858599.91830086,17,8,66,41.767662934001635,-87.68200740394904,"(41.767662934001635, -87.68200740394904)"
Vacant/Abandoned Building,15-02588956,06/09/2015,,,,,,,,9105,S,CRANDON,AVE,60617,1193090.23801278,1845046.98903396,7,4,48,41.729768323402524,-87.5682405462281,"(41.729768323402524, -87.5682405462281)"
Vacant/Abandoned Building,15-02595806,06/09/2015,Rear,,Open,,Occupied,false,true,10353,S,CRANDON,AVE,60617,1193553.43519665,1836820.12660459,7,4,51,41.7071817031114,-87.56681207523337,"(41.7071817031114, -87.56681207523337)"
Vacant/Abandoned Building,15-02591775,06/09/2015,Rear,,Open,"REAR AND THERE IS A LOT TALL WEEDS IN THE FRONT AND BACK YARDS MAKING IT DIFFICULT FOR PEOPLE TO SEE WHAT IS GOING ON, IT IS THE THIRD HOUSE FROM THE CORNER",Vacant,false,true,8809,S,MICHIGAN,AVE,60619,1178691.7428193,1846615.34213406,9,6,44,41.73441117816423,-87.62093826019168,"(41.73441117816423, -87.62093826019168)"
Vacant/Abandoned Building,15-02590756,06/09/2015,Rear,,Boarded,REAR,Vacant,false,false,1207,W,108TH,PL,60643,1170206.55220722,1832836.80010219,34,22,75,41.696789313553545,-87.65242331855984,"(41.696789313553545, -87.65242331855984)"
Vacant/Abandoned Building,15-02599595,06/09/2015,Front,,Open,,Vacant,false,false,604,E,67TH,ST,60637,1181430.17270842,1860722.12981008,20,3,42,41.77305908495196,-87.61047175190791,"(41.77305908495196, -87.61047175190791)"
Vacant/Abandoned Building,15-02588473,06/09/2015,,,,,,,,9428,S,BURNSIDE,AVE,60619,1182750.0682054,1842516.65722112,9,6,49,41.72307076594353,-87.6061973673011,"(41.72307076594353, -87.6061973673011)"
Vacant/Abandoned Building,15-02588521,06/09/2015,Front,,Open,REAR`,Vacant,false,false,3102,N,ST LOUIS,AVE,60618,1152518.19980704,1920409.37492829,35,14,21,41.937465883785116,-87.71488051369315,"(41.937465883785116, -87.71488051369315)"
Vacant/Abandoned Building,15-02591803,06/09/2015,Front,,Open,,Vacant,false,false,7329,S,DORCHESTER,AVE,60619,1186809.16450381,1856678.7742701,8,3,43,41.761838000909044,-87.59088191036766,"(41.761838000909044, -87.59088191036766)"
Vacant/Abandoned Building,15-02588953,06/09/2015,,,,,,,,10452,S,STATE,ST,60628,1178105.03673194,1835452.53990304,34,5,49,41.703792283524955,-87.62342488966225,"(41.703792283524955, -87.62342488966225)"
Vacant/Abandoned Building,15-02585895,06/09/2015,Front,,Boarded,FRONT AND REAR YARDS,Vacant,false,false,5447,S,WOLCOTT,AVE,60609,1164617.5812659,1868373.94702995,16,9,61,41.79442790564904,-87.67188671354502,"(41.79442790564904, -87.67188671354502)"
Vacant/Abandoned Building,15-02588377,06/09/2015,,,,,,,,9430,S,BURNSIDE,AVE,60619,1182763.2682054,1842511.35722112,9,6,49,41.72305591614142,-87.60614918143074,"(41.72305591614142, -87.60614918143074)"
Vacant/Abandoned Building,15-02594452,06/09/2015,Rear,,Open,FRONT AND REAR,Vacant,false,false,12217,S,LOWE,AVE,60628,1174202.60838671,1823865.26137766,34,5,53,41.672082379790226,-87.63805723905541,"(41.672082379790226, -87.63805723905541)"
Vacant/Abandoned Building,15-02564994,06/08/2015,Front,,Open,,Vacant,false,false,5646,N,MENARD,AVE,60646,1136548.00052478,1937173.38373126,45,16,11,41.983769078600346,-87.77317176232293,"(41.983769078600346, -87.77317176232293)"
Vacant/Abandoned Building,15-02561686,06/08/2015,Front,,Boarded,,Vacant,false,false,11247,S,EGGLESTON,AVE,60628,1175299.93742545,1830322.55658197,34,22,49,41.689777841652536,-87.63384914090892,"(41.689777841652536, -87.63384914090892)"
Vacant/Abandoned Building,15-02557964,06/08/2015,Front,,Open,,Vacant,false,true,6320,S,WINCHESTER,AVE,60636,1164442.5958865,1862739.87040974,15,7,67,41.77897097240252,-87.6726871282903,"(41.77897097240252, -87.6726871282903)"
Vacant/Abandoned Building,15-02571253,06/08/2015,Front,,Open,,Vacant,false,true,2434,W,48TH,ST,60632,1160949.6410734,1872786.92997241,15,9,58,41.806614353365546,-87.68521498263439,"(41.806614353365546, -87.68521498263439)"
Vacant/Abandoned Building,15-02565229,06/08/2015,Front,,Open,FRONT-WINDOWS AND REAR-WINDOWS ARE BROKEN,Vacant,false,true,9235,S,BRANDON,AVE,60617,1198931.24302133,1844331.45802366,10,4,46,41.72766038581439,-87.54686770538983,"(41.72766038581439, -87.54686770538983)"
Vacant/Abandoned Building,15-02566974,06/08/2015,Front,,Boarded,,Vacant,false,false,9949,S,YATES,AVE,60617,1194134.1269269,1839474.09709144,7,4,51,41.7144502582508,-87.56459885558546,"(41.7144502582508, -87.56459885558546)"
Vacant/Abandoned Building,15-02557947,06/08/2015,Front,,Open,DOORS WINDOWS,Vacant,false,true,750,E,103RD,PL,60628,1182658.32941568,1836480.55012942,9,5,50,41.70650906619242,-87.60671998093683,"(41.70650906619242, -87.60671998093683)"
Vacant/Abandoned Building,15-02573701,06/08/2015,Front,,Open,VERY TALL GRASS IN THE BACK COVERING THE NEIGHBOR'S FENCE AND THE BUILDING IS NOT BOARDED UP,Vacant,false,true,5060,W,FULTON,ST,60644,1142587.51987279,1901468.71269424,28,15,25,41.885681432027155,-87.75184977980139,"(41.885681432027155, -87.75184977980139)"
Vacant/Abandoned Building,15-02569405,06/08/2015,,,,,,,,3505,E,134TH,ST,60633,1201477.59246737,1816725.0751165,10,4,55,41.651841706619045,-87.53847335720032,"(41.651841706619045, -87.53847335720032)"
Vacant/Abandoned Building,15-02569413,06/08/2015,Front,,Open,FRONT ENTRY WHICH IS ON 1122 W. 91ST STREET.,Vacant,false,false,9059,S,MAY,ST,60620,1170245.06917437,1844719.07837303,21,22,73,41.729395249862904,-87.65193799848191,"(41.729395249862904, -87.65193799848191)"
Vacant/Abandoned Building,15-02558294,06/08/2015,Rear,,Open,,Vacant,false,true,7934,S,AVALON,AVE,60619,1185922.92120899,1852638.91000336,8,4,45,41.750773168521654,-87.59425724705925,"(41.750773168521654, -87.59425724705925)"
Vacant/Abandoned Building,15-02558807,06/08/2015,,,,,,,,1427,S,KEDZIE,AVE,60623,1155258.32992565,1892994.06566558,24,10,29,41.86218109117361,-87.70554732230835,"(41.86218109117361, -87.70554732230835)"
Vacant/Abandoned Building,15-02564743,06/08/2015,Garage,,Open,,Vacant,false,false,1217,W,WINNEMAC,AVE,60640,1167282.94462417,1933702.51012777,47,20,3,41.97363767293168,-87.66023392974193,"(41.97363767293168, -87.66023392974193)"
Vacant/Abandoned Building,15-02579688,06/08/2015,Front,,Open,FRONT/REAR AND ALL THE WINDOWS ARE BROKEN,Vacant,false,true,11014,S,GREEN BAY,AVE,60617,1200548.3563859,1832532.82042423,10,4,52,41.69524323822468,-87.54134163049763,"(41.69524323822468, -87.54134163049763)"
Vacant/Abandoned Building,15-02568214,06/08/2015,Front,,Open,FRONT,Vacant,true,false,1710,W,MARQUETTE,RD,60636,1166052.1735139,1860269.02770189,15,7,67,41.772156574281375,-87.66685646388389,"(41.772156574281375, -87.66685646388389)"
Vacant/Abandoned Building,15-02563595,06/08/2015,Front,,Open,,Vacant,false,false,166,N,LATROBE,AVE,60644,1141350.52307062,1900754.58448306,28,15,25,41.88374468676501,-87.75640997175084,"(41.88374468676501, -87.75640997175084)"
Vacant/Abandoned Building,15-02574138,06/08/2015,Front,,Open,REAR WINDOWS,Vacant,false,true,9337,S,ADA,ST,60620,1168968.52996788,1842837.63139701,21,22,73,41.72425991734087,-87.65666848015304,"(41.72425991734087, -87.65666848015304)"
Vacant/Abandoned Building,15-02565825,06/08/2015,Rear,,Open,,Vacant,true,false,9627,S,HARVARD,AVE,60628,1175649.42609458,1841081.29332143,21,5,49,41.719293572145084,-87.6322490056482,"(41.719293572145084, -87.6322490056482)"
Vacant/Abandoned Building,15-02562195,06/08/2015,Front,,Boarded,TRASH AND HIGH WEEDS,Vacant,false,false,1331,W,72ND,ST,60636,1168545.27199278,1857017.50701603,6,7,67,41.76318060337634,-87.65781111998523,"(41.76318060337634, -87.65781111998523)"
Vacant/Abandoned Building,15-02562603,06/08/2015,Front,,Open,,Vacant,true,false,4856,S,MAY,ST,60609,1169471.87996673,1872600.76998466,20,9,61,41.805922904254,-87.65396364605631,"(41.805922904254, -87.65396364605631)"
Vacant/Abandoned Building,15-02562424,06/08/2015,Front,,Open,REAR,Vacant,false,true,7439,S,EGGLESTON,AVE,60621,1174581.59001305,1855601.35029898,6,7,69,41.759162287058025,-87.63572904100585,"(41.759162287058025, -87.63572904100585)"
Vacant/Abandoned Building,15-02568299,06/08/2015,Front,,Open,,Vacant,false,false,7311,S,MORGAN,ST,60621,1170909.49601784,1856345.81351449,17,7,68,41.76128611537118,-87.64916538453701,"(41.76128611537118, -87.64916538453701)"
Vacant/Abandoned Building,15-02557459,06/08/2015,Front,,Open,DOOR,Vacant,false,true,5009,W,WABANSIA,AVE,60639,1142663.97511973,1910838.47563019,37,25,25,41.911391718799024,-87.75133560180097,"(41.911391718799024, -87.75133560180097)"
Vacant/Abandoned Building,15-02558872,06/08/2015,Front,,Boarded,,Vacant,false,false,8128,S,SAWYER,AVE,60652,1156128.48311392,1850522.44542134,18,8,70,41.745615687759845,-87.70349557512303,"(41.745615687759845, -87.70349557512303)"
Vacant/Abandoned Building,15-02570057,06/08/2015,Front,,Open,HOUSE AND GARAGE,Vacant,false,true,4403,S,MOZART,ST,60632,1158100.11269059,1875331.31301036,15,9,58,41.813654959771725,-87.69559691650524,"(41.813654959771725, -87.69559691650524)"
Vacant/Abandoned Building,15-02567641,06/08/2015,Front,,Open,,Vacant,false,false,937,N,ST LOUIS,AVE,60651,1152873.14432377,1906025.4199073,27,11,23,41.89798802556654,-87.7139578139929,"(41.89798802556654, -87.7139578139929)"
Vacant/Abandoned Building,15-02570665,06/08/2015,Rear,,Open,REAR,Vacant,false,true,8228,S,LAFLIN,ST,60620,1167767.16008819,1850172.54971115,21,6,71,41.74441383641235,-87.66085914473797,"(41.74441383641235, -87.66085914473797)"
Vacant/Abandoned Building,15-02557520,06/08/2015,Front,,Boarded,,Vacant,true,true,5012,W,WABANSIA,AVE,60639,1142651.47511973,1910838.17563019,37,25,25,41.91139112830671,-87.75138153079108,"(41.91139112830671, -87.75138153079108)"
Vacant/Abandoned Building,15-02559923,06/08/2015,,,,,,,,7356,S,PERRY,AVE,60621,1176668.94269161,1856212.6943945,6,7,69,41.76079318138025,-87.62806065191681,"(41.76079318138025, -87.62806065191681)"
Vacant/Abandoned Building,15-02565615,06/08/2015,Front,,Open,,Vacant,false,true,6153,S,HONORE,ST,60636,1165073.88261836,1863868.85039039,15,7,67,41.782055707507425,-87.67034085768387,"(41.782055707507425, -87.67034085768387)"
Vacant/Abandoned Building,15-02559127,06/08/2015,Front,,Open,FRONT DOOR OPEN,Vacant,false,false,1408,E,91ST,ST,60619,1187127.16997629,1844911.51997863,8,4,48,41.729539954996355,-87.59008892198956,"(41.729539954996355, -87.59008892198956)"
Vacant/Abandoned Building,15-02564226,06/08/2015,Front,,Open,,Vacant,false,false,21,E,100TH,PL,60628,1178229.51332448,1838345.11008841,9,5,49,41.711727075890195,-87.62288169535651,"(41.711727075890195, -87.62288169535651)"
Vacant/Abandoned Building,15-02578728,06/08/2015,Front,,Open,,Vacant,false,false,5945,N,MAGNOLIA,AVE,60660,1166876.36630552,1939719.30302336,48,20,77,41.99015667762013,-87.66155548542056,"(41.99015667762013, -87.66155548542056)"
Vacant/Abandoned Building,15-02568246,06/08/2015,Front,,Open,FRONT,Vacant,true,false,6714,S,CARPENTER,ST,60621,1170470.07368199,1860293.32051327,16,7,68,41.772128147319876,-87.65066107053367,"(41.772128147319876, -87.65066107053367)"
Vacant/Abandoned Building,15-02562625,06/08/2015,Front,,Open,,Vacant,false,false,4858,S,MAY,ST,60609,1169472.17996673,1872587.76998466,20,9,61,41.8058872243415,-87.6539629226505,"(41.8058872243415, -87.6539629226505)"
Vacant/Abandoned Building,15-02543183,06/07/2015,Front,,Open,FRONT BSMNT WINDOW,Vacant,false,true,1101,W,101ST,ST,60643,1170757.04461651,1837830.37018375,34,22,73,41.710480483950796,-87.65026271976743,"(41.710480483950796, -87.65026271976743)"
Vacant/Abandoned Building,15-02535724,06/07/2015,Rear,,Boarded,NONE,Vacant,false,false,8727,S,BURLEY,AVE,60617,1199184.70987389,1847719.75259746,10,4,46,41.73695176825299,-87.54582567440114,"(41.73695176825299, -87.54582567440114)"
Vacant/Abandoned Building,15-02549736,06/07/2015,Front,,Open,,Vacant,false,false,10859,S,AVENUE F,,60617,1203512.21001816,1833564.11996952,10,4,52,41.697997913675515,-87.53045509294527,"(41.697997913675515, -87.53045509294527)"
Vacant/Abandoned Building,15-02544521,06/07/2015,Front,,Boarded,N/A,Vacant,false,false,4830,W,VAN BUREN,ST,60644,1144223.53395,1897574.47625,29,15,25,41.87496459757051,-87.74593981103399,"(41.87496459757051, -87.74593981103399)"
Vacant/Abandoned Building,15-02542949,06/07/2015,Front,,Boarded,NONE,Vacant,false,false,7711,S,PRAIRIE,AVE,60619,1179370.12821083,1853942.90942921,6,6,69,41.7545034427315,-87.61822989131767,"(41.7545034427315, -87.61822989131767)"
Vacant/Abandoned Building,15-02549081,06/07/2015,Front,,Open,BSMNT,Vacant,false,false,512,E,90TH,ST,60619,1181233.11998334,1845417.90018191,9,6,44,41.73106715435863,-87.61166465972433,"(41.73106715435863, -87.61166465972433)"
Vacant/Abandoned Building,15-02543964,06/07/2015,Front,,Open,REAR DOOR/WINDOWS,Vacant,false,true,7044,S,HONORE,ST,60636,1165235.65058016,1857966.87842829,17,7,67,41.765856491153556,-87.66991469166086,"(41.765856491153556, -87.66991469166086)"
Vacant/Abandoned Building,15-02535779,06/07/2015,Front,,Boarded,NONE,Vacant,false,false,8747,S,BURLEY,AVE,60617,1199188.00987389,1847584.75259746,10,4,46,41.73658123529416,-87.54581811025717,"(41.73658123529416, -87.54581811025717)"
Vacant/Abandoned Building,15-02544117,06/07/2015,Front,,Open,REAR DOOR,Vacant,false,false,8010,S,SAGINAW,AVE,60617,1195236.10089515,1852370.16677799,7,4,46,41.749811119420116,-87.56013876974598,"(41.749811119420116, -87.56013876974598)"
Vacant/Abandoned Building,15-02534616,06/07/2015,Front,,Open,FRONT,Vacant,false,true,6324,S,KIMBARK,AVE,60637,1185727.26460444,1863323.90449298,20,3,42,41.78009839001697,-87.59463795681984,"(41.78009839001697, -87.59463795681984)"
Vacant/Abandoned Building,15-02510886,06/06/2015,Front,,Open,BOARDS HAVE BEEN REMOVE - SIDE WINDOW MISSING,Vacant,false,true,843,N,PARKSIDE,AVE,60651,1138532.39691509,1905065.60311372,29,15,25,41.895626190293896,-87.76665399279698,"(41.895626190293896, -87.76665399279698)"
Vacant/Abandoned Building,15-02525542,06/06/2015,Rear,,Boarded,FRONT DOOR IS STILL BOARDED UP AND PEOPLE ARE GOING INSIDE FROM THE REAR,Vacant,false,true,7403,S,LANGLEY,AVE,60619,1182175.28032522,1856081.33362839,6,3,69,41.76030705918426,-87.60788388357562,"(41.76030705918426, -87.60788388357562)"
Vacant/Abandoned Building,15-02508364,06/06/2015,Front,,Open,FRONT,Vacant,true,false,4638,S,WALLACE,ST,60609,1173076.6004869,1874036.93368547,11,9,61,41.809784930267426,-87.64070047430684,"(41.809784930267426, -87.64070047430684)"
Vacant/Abandoned Building,15-02522248,06/06/2015,Front,,Open,REAR WINDOW,Vacant,false,true,139,N,LOTUS,AVE,60644,1139928.68332888,1900499.83781251,28,15,25,41.88307174057815,-87.7616374017506,"(41.88307174057815, -87.7616374017506)"
Vacant/Abandoned Building,15-02521997,06/06/2015,Front,,Open,REAR DOOR/WINDOWS,Vacant,true,true,1620,S,KEDVALE,AVE,60623,1148985.83176567,1891589.92326599,24,10,29,41.858451507529125,-87.72860923612,"(41.858451507529125, -87.72860923612)"
Vacant/Abandoned Building,15-02515210,06/06/2015,Front,,Open,FRONT,Vacant,true,true,4823,W,HUBBARD,ST,60644,1144080.03405,1902571.790275,37,15,25,41.88868052419637,-87.74634119233698,"(41.88868052419637, -87.74634119233698)"
Vacant/Abandoned Building,15-02513661,06/06/2015,Rear,,Open,,Vacant,false,true,3943,W,MONROE,ST,60624,1150116.63330168,1899370.12606824,28,11,26,41.879779354509424,-87.72425580168037,"(41.879779354509424, -87.72425580168037)"
Vacant/Abandoned Building,15-02516377,06/06/2015,Front,,Boarded,,Vacant,false,false,8400,S,ELIZABETH,ST,60620,1169455.20517071,1849078.97007519,21,6,71,41.74137653534735,-87.65470554450074,"(41.74137653534735, -87.65470554450074)"
Vacant/Abandoned Building,15-02508367,06/06/2015,Front,,Open,,Vacant,true,false,4638,S,WALLACE,ST,60609,1173076.6004869,1874036.93368547,11,9,61,41.809784930267426,-87.64070047430684,"(41.809784930267426, -87.64070047430684)"
Vacant/Abandoned Building,15-02517094,06/06/2015,Front,,Open,OPEN ALL OVER AND X ON FRONT BLDG,Vacant,false,true,833,N,ST LOUIS,AVE,60651,1152895.6607755,1905334.27558024,27,11,23,41.89609101239742,-87.71389344079017,"(41.89609101239742, -87.71389344079017)"
Vacant/Abandoned Building,15-02520510,06/06/2015,Front,,Open,,Vacant,false,false,1214,N,HAMLIN,AVE,60651,1150821.51455,1907888.185475,27,25,23,41.903140035962714,-87.72144451017856,"(41.903140035962714, -87.72144451017856)"
Vacant/Abandoned Building,15-02515540,06/06/2015,Rear,,Open,REAR,Vacant,false,false,1532,E,76TH,PL,60619,1187886.05427008,1854566.33460997,5,4,43,41.75601570158271,-87.58700221743763,"(41.75601570158271, -87.58700221743763)"
Vacant/Abandoned Building,15-02484868,06/05/2015,Rear,,Open,REAR,Vacant,true,false,1116,N,HAMLIN,AVE,60651,1150843.45158533,1907175.35566641,27,11,23,41.901183531416734,-87.72138260843319,"(41.901183531416734, -87.72138260843319)"
Vacant/Abandoned Building,15-02486701,06/05/2015,Front,,Open,SIDE DOORS.. EASTSIDE,Vacant,false,true,319,W,112TH,ST,60628,1176180.27743222,1830658.54426621,34,5,49,41.69068018061589,-87.63061618253553,"(41.69068018061589, -87.63061618253553)"
Vacant/Abandoned Building,15-02490525,06/05/2015,Front,,Open,FRONT DOOR AND BUSTED OUT WINDOWS,Vacant,true,false,10141,S,UNION,AVE,60628,1173428.78250287,1837618.9123835,34,22,73,41.70984163599898,-87.64048455885715,"(41.70984163599898, -87.64048455885715)"
Vacant/Abandoned Building,15-02494077,06/05/2015,Front,,Open,FRONT AND REAR,Vacant,false,false,652,E,87TH,PL,60619,1182116.6823132,1847107.87428191,6,6,44,41.73568426491167,-87.60837573752814,"(41.73568426491167, -87.60837573752814)"
Vacant/Abandoned Building,15-02506271,06/05/2015,Front,,Open,FRONT,Vacant,false,false,1135,N,SPRINGFIELD,AVE,60651,1150176.44887514,1907290.62080205,37,11,23,41.901512860505726,-87.72382957936509,"(41.901512860505726, -87.72382957936509)"
Vacant/Abandoned Building,15-02500279,06/05/2015,Front,,Open,BACK DOOR,Vacant,false,true,10943,S,ALBANY,AVE,60655,1157624.09103421,1831873.5565183,19,22,74,41.69440972658702,-87.69851920801136,"(41.69440972658702, -87.69851920801136)"
Vacant/Abandoned Building,15-02492356,06/05/2015,Front,,Open,,Vacant,false,false,6503,S,HAMILTON,AVE,60636,1163147.67407536,1861503.1049021,16,7,67,41.77560432253584,-87.6774690234427,"(41.77560432253584, -87.6774690234427)"
Vacant/Abandoned Building,15-02491706,06/05/2015,Front,,Open,,Vacant,false,true,6420,N,SACRAMENTO,AVE,60645,1155173.6488749,1942431.80777692,50,24,2,41.997843743414165,-87.70452722992177,"(41.997843743414165, -87.70452722992177)"
Vacant/Abandoned Building,15-02489794,06/05/2015,Front,,Open,PEOPLE CAME INSIDE THIS VACANT HOUSE  CUT THE BELT,Vacant,false,false,8531,S,JUSTINE,ST,60620,1167491.45008577,1848153.72769125,21,6,71,41.7388798075307,-87.66192709388132,"(41.7388798075307, -87.66192709388132)"
Vacant/Abandoned Building,15-02503242,06/05/2015,Front,,Boarded,,Vacant,false,false,9800,S,EGGLESTON,AVE,60628,1175224.82003081,1839924.4699741,21,22,73,41.71612856637334,-87.63383862459023,"(41.71612856637334, -87.63383862459023)"
Vacant/Abandoned Building,15-02499208,06/05/2015,Rear,,Open,GARAGE NEEDS TO BE SECURED,Vacant,false,true,8369,S,BOND,AVE,60617,1198607.73823033,1849836.0200069,10,4,46,41.74277343221101,-87.54786870610937,"(41.74277343221101, -87.54786870610937)"
