SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,LOCATION OF BUILDING ON THE LOT (IF GARAGE CHANGE TYPE CODE TO BGD).,IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,IF THE BUILDING IS OPEN WHERE IS THE ENTRY POINT?,IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,ANY PEOPLE USING PROPERTY? (HOMELESS or CHILDEN or GANGS),ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,15-00820134,03/19/2015,Front,,Open,FRONT WINDOWS AND BACK GATE,Vacant,false,true,1625,S,KARLOV,AVE,60623,1149321.31298055,1891563.67121224,24,10,29,41.858372978137865,-87.72737847409931,"(41.858372978137865, -87.72737847409931)"
Vacant/Abandoned Building,15-00825679,03/19/2015,Front,,Open,,Vacant,false,true,7934,S,KIMBARK,AVE,60619,1186255.53058956,1852647.0179144,8,4,45,41.75078757073532,-87.59303816699695,"(41.75078757073532, -87.59303816699695)"
Vacant/Abandoned Building,15-00826920,03/19/2015,Front,,Open,"WINDOWS BUSTED IN THE REAR, AND FRONT DOOR IS OPEN",Vacant,false,true,7412,S,ST LAWRENCE,AVE,60619,1181518.14468761,1855999.91668261,6,3,69,41.760098824501156,-87.61029478553041,"(41.760098824501156, -87.61029478553041)"
Vacant/Abandoned Building,15-00819662,03/19/2015,Rear,,Open,"BASEMENT WINDOW, AND ALLEY GATE IS OPEN",Vacant,false,true,1641,W,21ST,ST,60608,1165690.25001827,1890136.54089035,25,12,31,41.85412407623681,-87.667334653625,"(41.85412407623681, -87.667334653625)"
Vacant/Abandoned Building,15-00827432,03/19/2015,Front,,Open,DOORS AND WINDOWS.,Vacant,false,true,5716,S,TROY,ST,60629,1156358.84503072,1866524.21349631,14,8,63,41.789522358651325,-87.70222125099956,"(41.789522358651325, -87.70222125099956)"
Vacant/Abandoned Building,15-00826072,03/19/2015,Front,,Open,?,Vacant,false,false,7730,S,KINGSTON,AVE,60649,1194532.94966812,1854202.75172655,7,4,43,41.75485718655171,-87.56265520972231,"(41.75485718655171, -87.56265520972231)"
Vacant/Abandoned Building,15-00828120,03/19/2015,Rear,,Open,REAR,Vacant,false,true,640,E,87TH,PL,60619,1182036.54979919,1847105.55548831,6,6,44,41.735679753751,-87.608669381458,"(41.735679753751, -87.608669381458)"
Vacant/Abandoned Building,15-00829629,03/19/2015,Front,,Open,FRONT,Vacant,false,false,5718,W,64TH,ST,60638,1139395.88707956,1861546.15897583,13,8,64,41.77618655828608,-87.76454095511782,"(41.77618655828608, -87.76454095511782)"
Vacant/Abandoned Building,15-00819271,03/19/2015,Front,,Open,,Vacant,false,false,7250,S,MORGAN,ST,60621,1170889.02437301,1857082.89110488,17,7,68,41.76330919614011,-87.64921893018341,"(41.76330919614011, -87.64921893018341)"
Vacant/Abandoned Building,15-00825575,03/19/2015,Front,,Open,,Vacant,false,false,8032,S,KINGSTON,AVE,60617,1194580.59569103,1852106.25737693,7,4,46,41.749103070349236,-87.56254943385471,"(41.749103070349236, -87.56254943385471)"
Vacant/Abandoned Building,15-00825720,03/19/2015,Front,,Open,,Vacant,false,true,2035,N,PULASKI,RD,60639,1149381.79237381,1913346.17012026,30,25,20,41.91814533352657,-87.72659112201217,"(41.91814533352657, -87.72659112201217)"
Vacant/Abandoned Building,15-00826968,03/19/2015,Front,,Open,WINDOWS AND DOORS,Vacant,false,false,12036,S,INDIANA,AVE,60628,1179743.86068288,1825091.56056998,9,5,53,41.6753230501691,-87.6177390389161,"(41.6753230501691, -87.6177390389161)"
Vacant/Abandoned Building,15-00819941,03/19/2015,Front,,Open,FRONT/BACK,Vacant,false,true,4738,W,WEST END,AVE,60644,1144768.46620829,1900560.70390459,28,11,25,41.88314891613584,-87.7438637161131,"(41.88314891613584, -87.7438637161131)"
Vacant/Abandoned Building,15-00823689,03/19/2015,Front,,Open,,Vacant,true,true,329,E,87TH,ST,60619,1179866.25997184,1847376.42491107,6,6,44,41.73647292240852,-87.61661217160187,"(41.73647292240852, -87.61661217160187)"
Vacant/Abandoned Building,15-00825922,03/19/2015,Front,,Boarded,,Vacant,false,false,2732,N,MAGNOLIA,AVE,60614,1167500.78821294,1918278.02556924,32,19,7,41.93130755461215,-87.65987857394646,"(41.93130755461215, -87.65987857394646)"
Vacant/Abandoned Building,15-00820359,03/19/2015,,,,,,,,3407,W,38TH,PL,60632,1154284.49547377,1878863.38526582,12,9,58,41.823424284855555,-87.70949891925028,"(41.823424284855555, -87.70949891925028)"
Vacant/Abandoned Building,15-00819376,03/19/2015,Front,,Boarded,,Vacant,false,true,8440,S,ESCANABA,AVE,60617,1196952.20003234,1849565.29009641,10,4,46,41.742071835231606,-87.55394348627266,"(41.742071835231606, -87.55394348627266)"
Vacant/Abandoned Building,15-00824549,03/19/2015,,,,,,,,2100,S,HOMAN,AVE,60623,1154019.72171039,1889839.54379362,24,10,30,41.85354948772289,-87.71017814085808,"(41.85354948772289, -87.71017814085808)"
Vacant/Abandoned Building,15-00826015,03/19/2015,Front,,Boarded,,Vacant,false,true,6837,S,TALMAN,AVE,60629,1159887.08991247,1859209.68283193,15,8,66,41.76937845885335,-87.68948499536054,"(41.76937845885335, -87.68948499536054)"
Vacant/Abandoned Building,15-00827256,03/19/2015,,,,,,,,2415,W,FILLMORE,ST,60612,1160441.50688806,1895309.04992447,28,11,28,41.868428053858956,-87.68645656165744,"(41.868428053858956, -87.68645656165744)"
Vacant/Abandoned Building,15-00823551,03/19/2015,Front,,Open,,Vacant,false,false,624,N,HOMAN,AVE,60624,1153600.94331278,1903953.28167064,27,11,23,41.89228742885247,-87.71133983644827,"(41.89228742885247, -87.71133983644827)"
Vacant/Abandoned Building,15-00819961,03/19/2015,Front,,Open,,Vacant,true,true,135,W,117TH,ST,60628,1177342.67671768,1827365.80019211,34,5,53,41.68161829814584,-87.62645949814356,"(41.68161829814584, -87.62645949814356)"
Vacant/Abandoned Building,15-00803764,03/18/2015,Front,,Open,,Vacant,false,false,2450,W,62ND,ST,60629,1161012.81946913,1863476.12740174,15,8,66,41.78106298192584,-87.68524070729718,"(41.78106298192584, -87.68524070729718)"
Vacant/Abandoned Building,15-00814277,03/18/2015,Front,,Boarded,,Vacant,false,false,8722,S,ESCANABA,AVE,60617,1196901.18986983,1847695.37441225,10,4,46,41.73694190658838,-87.55419241153855,"(41.73694190658838, -87.55419241153855)"
Vacant/Abandoned Building,15-00802285,03/18/2015,Front,,Open,1ST FLOOR FRONT,Vacant,false,false,1925,W,71ST,ST,60636,1164647.12397455,1857585.66016883,17,7,67,41.76482281177459,-87.67208259027599,"(41.76482281177459, -87.67208259027599)"
Vacant/Abandoned Building,15-00811964,03/18/2015,Garage,,Boarded,,Vacant,false,true,5536,S,WOLCOTT,AVE,60636,1164634.3800125,1867871.54801911,15,7,67,41.79304890578013,-87.67183928871353,"(41.79304890578013, -87.67183928871353)"
Vacant/Abandoned Building,15-00803347,03/18/2015,Rear,,Boarded,REAR,Vacant,false,true,8454,S,KINGSTON,AVE,60617,1194636.91691331,1849409.77800096,7,4,46,41.741702326582015,-87.56243157718198,"(41.741702326582015, -87.56243157718198)"
Vacant/Abandoned Building,15-00810985,03/18/2015,Front,,Boarded,,Vacant,false,false,8838,S,MARQUETTE,AVE,60617,1195790.71787749,1846893.7477854,7,4,46,41.73476969168602,-87.5582872010821,"(41.73476969168602, -87.5582872010821)"
Vacant/Abandoned Building,15-00806572,03/18/2015,Rear,,Boarded,NONE,Vacant,false,false,8817,S,PRINCETON,AVE,60620,1175703.70338094,1846468.27848877,21,6,49,41.734074964685476,-87.63188942447029,"(41.734074964685476, -87.63188942447029)"
Vacant/Abandoned Building,15-00805418,03/18/2015,Front,,Open,FRONT DOOR WIDE OPEN(SCHOOL 1/4 OF A BLOCK AWAY),Vacant,false,true,6042,S,MICHIGAN,AVE,60637,1178192.84740714,1864978.63617086,20,3,40,41.78481343008586,-87.62220984986615,"(41.78481343008586, -87.62220984986615)"
Vacant/Abandoned Building,15-00804438,03/18/2015,Front,,Boarded,,Vacant,false,false,1630,N,ARTESIAN,AVE,60647,1159780.99531871,1910765.88491339,1,14,24,41.9108565895321,-87.68845497675282,"(41.9108565895321, -87.68845497675282)"
Vacant/Abandoned Building,15-00810832,03/18/2015,Front,,Boarded,,Vacant,false,false,8737,S,SAGINAW,AVE,60617,1195394.31997806,1847555.42441931,7,4,46,41.73659517457088,-87.55971761269677,"(41.73659517457088, -87.55971761269677)"
Vacant/Abandoned Building,15-00808383,03/18/2015,Front,,Open,,Vacant,false,true,2847,W,40TH,PL,60632,1158043.88642998,1877658.28280719,14,9,58,41.82004160272947,-87.69573982600218,"(41.82004160272947, -87.69573982600218)"
Vacant/Abandoned Building,15-00806744,03/18/2015,Front,,Boarded,,Vacant,false,false,8713,S,EXCHANGE,AVE,60617,1197279.13998056,1847764.81998962,10,4,46,41.73712307301681,-87.55280544174289,"(41.73712307301681, -87.55280544174289)"
Vacant/Abandoned Building,15-00805362,03/18/2015,Front,,Boarded,FRONT,Vacant,false,true,2810,S,KILDARE,AVE,60623,1148179.11828234,1884965.79509049,22,10,30,41.840289599102675,-87.73174075735442,"(41.840289599102675, -87.73174075735442)"
Vacant/Abandoned Building,15-00814276,03/18/2015,Front,,Boarded,,Vacant,false,false,8629,S,MUSKEGON,AVE,60617,1196648.02382326,1848304.5707958,10,4,46,41.738619876090205,-87.55509973144648,"(41.738619876090205, -87.55509973144648)"
Vacant/Abandoned Building,15-00808454,03/18/2015,Front,,Open,FRONT/REAR,Vacant,false,false,8369,S,BOND,AVE,60617,1198607.73823033,1849836.0200069,10,4,46,41.74277343221101,-87.54786870610937,"(41.74277343221101, -87.54786870610937)"
Vacant/Abandoned Building,15-00812483,03/18/2015,Rear,,Open,REAR,Vacant,false,false,4211,W,GLADYS,AVE,60624,1148373.87142235,1898021.7503168,24,11,26,41.87611301775401,-87.73068980463768,"(41.87611301775401, -87.73068980463768)"
Vacant/Abandoned Building,15-00802038,03/18/2015,Front,,Open,REAR DOOF AND REAR WINDOW SOUTH WALL,Vacant,false,false,7329,S,PRINCETON,AVE,60621,1175561.79011574,1856361.1011319,17,7,69,41.76122526410336,-87.63211396801158,"(41.76122526410336, -87.63211396801158)"
Vacant/Abandoned Building,15-00802509,03/18/2015,Front,,Open,,Vacant,false,false,6831,S,ABERDEEN,ST,60621,1170160.69706724,1859507.91486982,17,7,68,41.769979630441625,-87.65181796421473,"(41.769979630441625, -87.65181796421473)"
Vacant/Abandoned Building,15-00814266,03/18/2015,Rear,,Boarded,,Vacant,false,false,8817,S,MUSKEGON,AVE,60617,1196541.16428851,1847054.56020254,10,4,46,41.735192396711604,-87.55553262342569,"(41.735192396711604, -87.55553262342569)"
Vacant/Abandoned Building,15-00808723,03/18/2015,Rear,,Boarded,FRONT/REAR,Vacant,false,true,3044,W,FLOURNOY,ST,60612,1156175.75970933,1896876.46252795,28,11,27,41.872816337548336,-87.7020747561828,"(41.872816337548336, -87.7020747561828)"
Vacant/Abandoned Building,15-00814278,03/18/2015,Front,,Boarded,,Vacant,false,false,8731,S,ESCANABA,AVE,60617,1196902.98986983,1847634.97441225,10,4,46,41.73677611942469,-87.55418782037688,"(41.73677611942469, -87.55418782037688)"
Vacant/Abandoned Building,15-00810353,03/18/2015,Front,,Open,,Vacant,false,true,9624,S,MERRILL,AVE,60617,1192352.6073753,1841544.31778007,7,4,51,41.72017461475847,-87.5710562705248,"(41.72017461475847, -87.5710562705248)"
Vacant/Abandoned Building,15-00814471,03/18/2015,Front,,Open,?,Vacant,false,false,7925,S,FRANCISCO,AVE,60652,1158422.11999372,1851909.00071363,18,8,70,41.74937423831035,-87.69505350023793,"(41.74937423831035, -87.69505350023793)"
Vacant/Abandoned Building,15-00805261,03/18/2015,Front,,Open,"FRONT DOOR, BACK DOOR, WINDOWS",Vacant,false,true,320,N,HOMAN,AVE,60624,1153657.4322757,1902009.24912862,28,11,27,41.88695168694964,-87.71118414130551,"(41.88695168694964, -87.71118414130551)"
Vacant/Abandoned Building,15-00805874,03/18/2015,Front,,Open,,Vacant,false,false,1451,W,57TH,ST,60636,1167544.73559065,1866941.3349932,16,7,67,41.790434343063936,-87.66119398947197,"(41.790434343063936, -87.66119398947197)"
Vacant/Abandoned Building,15-00802556,03/18/2015,Front,,Open,1ST FLOOR FRONT,Vacant,false,false,419,W,79TH,PL,60620,1174835.90111553,1852191.23528109,17,6,44,41.74979885346251,-87.63489846570907,"(41.74979885346251, -87.63489846570907)"
Vacant/Abandoned Building,15-00789451,03/17/2015,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,true,false,1209,W,82ND,ST,60620,1169652.37070721,1850412.52950719,21,6,71,41.74503173770379,-87.65394456467044,"(41.74503173770379, -87.65394456467044)"
Vacant/Abandoned Building,15-00793778,03/17/2015,Front,,Open,,Vacant,false,false,7009,S,NORMAL,BLVD,60621,1174160.76431373,1858440.88502664,6,7,68,41.76696366244815,-87.63718712233309,"(41.76696366244815, -87.63718712233309)"
Vacant/Abandoned Building,15-00788838,03/17/2015,Front,,Open,ALL,Vacant,false,true,4240,W,GLADYS,AVE,60624,1148178.47142235,1898017.1503168,28,11,26,41.876104157420734,-87.73140737064027,"(41.876104157420734, -87.73140737064027)"
Vacant/Abandoned Building,15-00793391,03/17/2015,Front,,Open,,Vacant,false,true,8453,S,MUSKEGON,AVE,60617,1196624.45361683,1849469.2995902,10,4,46,41.74181656908156,-87.55514749825691,"(41.74181656908156, -87.55514749825691)"
Vacant/Abandoned Building,15-00792619,03/17/2015,Front,,Boarded,,Vacant,false,false,9935,S,ARTESIAN,AVE,60655,1161782.94002829,1838690.77147993,19,22,72,41.71303222663662,-87.68310394273442,"(41.71303222663662, -87.68310394273442)"
Vacant/Abandoned Building,15-00789452,03/17/2015,Front,,Open,FRONT,Vacant,false,false,1939,W,CHICAGO,AVE,60622,1163219.48996634,1905352.12721887,1,12,24,41.89592920391259,-87.6759755853605,"(41.89592920391259, -87.6759755853605)"
Vacant/Abandoned Building,15-00787117,03/17/2015,Front,,Open,FRONT,Vacant,false,false,2607,W,81ST,ST,60652,1160344.2950679,1850832.12430353,18,8,70,41.74637977770078,-87.6880394238524,"(41.74637977770078, -87.6880394238524)"
Vacant/Abandoned Building,15-00787485,03/17/2015,Front,,Open,REAR DOOR/WINDOWS,Vacant,false,true,449,N,AVERS,AVE,60624,1150643.14001774,1902750.44000427,27,11,23,41.88904502924913,-87.72223413958605,"(41.88904502924913, -87.72223413958605)"
Vacant/Abandoned Building,15-00788047,03/17/2015,Front,,Open,BASEMENT IN THE REAR,Vacant,false,false,8057,S,STEWART,AVE,60620,1175025.01698759,1851505.9650231,17,6,44,41.74791417216858,-87.6342258708106,"(41.74791417216858, -87.6342258708106)"
Vacant/Abandoned Building,15-00793987,03/17/2015,Front,,Open,,Vacant,false,true,4323,W,MCLEAN,AVE,60639,1147233.19667815,1913272.76993178,30,25,20,41.917985358014015,-87.73448715122866,"(41.917985358014015, -87.73448715122866)"
Vacant/Abandoned Building,15-00793976,03/17/2015,Front,,Boarded,REAR,Vacant,true,false,3728,W,62ND,PL,60629,1152594.63941153,1862907.79450144,13,8,65,41.77967335137849,-87.71611875772359,"(41.77967335137849, -87.71611875772359)"
Vacant/Abandoned Building,15-00793329,03/17/2015,Front,,Open,,Vacant,false,true,8503,S,MUSKEGON,AVE,60617,1196632.05361683,1849141.4995902,10,4,46,41.74091687149183,-87.55513051375044,"(41.74091687149183, -87.55513051375044)"
Vacant/Abandoned Building,15-00794786,03/17/2015,Front,,Open,,Vacant,false,false,10157,S,SANGAMON,ST,60643,1171774.40750028,1837470.67897452,34,22,73,41.709471230296145,-87.64654745395012,"(41.709471230296145, -87.64654745395012)"
Vacant/Abandoned Building,15-00795248,03/17/2015,Front,,Open,BASEMENT DOOR,Vacant,false,true,4605,W,WRIGHTWOOD,AVE,60639,1145140.51899313,1917058.04002005,31,25,19,41.928412354267095,-87.74207994995072,"(41.928412354267095, -87.74207994995072)"
Vacant/Abandoned Building,15-00797667,03/17/2015,Front,,Open,FRONT DOOR AND REAR WINDOW,Vacant,false,false,10738,S,EDBROOKE,AVE,60628,1179147.89965,1833743.301,9,5,49,41.6990782417847,-87.61965801518467,"(41.6990782417847, -87.61965801518467)"
Vacant/Abandoned Building,15-00772546,03/16/2015,Front,,Open,,Vacant,false,false,8350,S,GREEN,ST,60620,1172077.54001621,1849815.00371582,21,6,71,41.7433391606252,-87.64507589552353,"(41.7433391606252, -87.64507589552353)"
Vacant/Abandoned Building,15-00778079,03/16/2015,Front,,Open,FRONT DOOR OPEN,Vacant,false,false,618,N,HOMAN,AVE,60624,1153602.14331278,1903912.88167064,27,11,23,41.892176543423396,-87.71133650490152,"(41.892176543423396, -87.71133650490152)"
Vacant/Abandoned Building,15-00768761,03/16/2015,Front,,Open,,Vacant,false,false,3433,N,NAGLE,AVE,60634,1132762.81236558,1922140.97537153,36,16,17,41.94258571675827,-87.78744553008153,"(41.94258571675827, -87.78744553008153)"
Vacant/Abandoned Building,15-00774907,03/16/2015,Front,,Open,FRONT DOOR AND GARAGE,Vacant,false,true,6209,S,ST LAWRENCE,AVE,60637,1181302.6701847,1863972.36567985,20,3,42,41.78198098539205,-87.61083903856685,"(41.78198098539205, -87.61083903856685)"
Vacant/Abandoned Building,15-00771917,03/16/2015,Front,,Open,FRONT,Vacant,true,false,333,S,ALBANY,AVE,60612,1155762.37459478,1898348.75942202,28,11,27,41.876864803218155,-87.70355282866214,"(41.876864803218155, -87.70355282866214)"
Vacant/Abandoned Building,15-00782167,03/16/2015,Front,,Open,FRONT DOOR,Vacant,false,false,6517,S,ST LAWRENCE,AVE,60637,1181354.65122316,1861931.53091426,20,3,42,41.77637954123542,-87.61071134026035,"(41.77637954123542, -87.61071134026035)"
Vacant/Abandoned Building,15-00768330,03/16/2015,Front,,Open,REAR/GATES AND GANGWAY OPEN AND ACCESSIBLE,Vacant,false,true,5924,S,ARTESIAN,AVE,60629,1161052.39241659,1865312.69921758,16,8,66,41.786101966380706,-87.68504485779854,"(41.786101966380706, -87.68504485779854)"
Vacant/Abandoned Building,15-00773416,03/16/2015,Front,,Open,,Vacant,false,true,7734,S,LANGLEY,AVE,60619,1182234.49227634,1853879.73602512,6,6,69,41.75426427554787,-87.60773492857288,"(41.75426427554787, -87.60773492857288)"
Vacant/Abandoned Building,15-00770107,03/16/2015,Front,,Open,FRONT,Vacant,false,false,5735,S,HAMILTON,AVE,60636,1163016.151975,1866608.16786817,15,7,67,41.789616043909575,-87.6778084985241,"(41.789616043909575, -87.6778084985241)"
Vacant/Abandoned Building,15-00767541,03/16/2015,Front,,Open,REAR AND FRONT DOORS,Vacant,false,false,531,W,60TH,ST,60621,1173656.80998857,1865100.14880212,20,7,68,41.7852486174369,-87.63883718973214,"(41.7852486174369, -87.63883718973214)"
Vacant/Abandoned Building,15-00765266,03/16/2015,Rear,,Open,ALL OVER,Vacant,false,false,10800,S,CALHOUN,AVE,60617,1194902.85131762,1833902.61869493,10,4,51,41.699142697808384,-87.56196630187802,"(41.699142697808384, -87.56196630187802)"
Vacant/Abandoned Building,15-00761762,03/16/2015,Front,,Open,FRONT,Vacant,false,true,8704,S,BALTIMORE,AVE,60617,1198403.7600666,1847854.93569962,10,4,46,41.73734229483863,-87.54868225239076,"(41.73734229483863, -87.54868225239076)"
Vacant/Abandoned Building,15-00779985,03/16/2015,Garage,,Open,,Vacant,false,false,3847,W,108TH,PL,60655,1152425.26691156,1832385.19231941,19,22,74,41.69591732326531,-87.71754038167089,"(41.69591732326531, -87.71754038167089)"
Vacant/Abandoned Building,15-00775021,03/16/2015,Garage,,Boarded,SIDE DOOR,Vacant,false,true,8033,S,CHAPPEL,AVE,60617,1191258.88933322,1852111.33309105,8,4,46,41.749198009116164,-87.57472105960242,"(41.749198009116164, -87.57472105960242)"
Vacant/Abandoned Building,15-00767655,03/16/2015,Front,,Open,THE FRONT DOOR,Vacant,false,false,3358,N,MARSHFIELD,AVE,60657,1164725.55610483,1922358.42549782,32,19,6,41.9425637583114,-87.66996097944983,"(41.9425637583114, -87.66996097944983)"
Vacant/Abandoned Building,15-00776004,03/16/2015,Front,,Open,WINDOWS OF HOME AND GARAGE ALSO UNSECURED,Vacant,false,true,7634,S,ST LAWRENCE,AVE,60619,1181556.59748339,1854522.15337864,6,6,69,41.75604279940201,-87.61019938310203,"(41.75604279940201, -87.61019938310203)"
Vacant/Abandoned Building,15-00767507,03/16/2015,Front,,Open,DOORS FRONT AND RAR,Vacant,true,false,535,W,60TH,ST,60621,1173617.40998857,1865098.84880212,20,7,68,41.785245923301886,-87.63898168559925,"(41.785245923301886, -87.63898168559925)"
Vacant/Abandoned Building,15-00766775,03/16/2015,Front,,Boarded,2ND FL BOARDED UP AND BOARDS REMOVED FROM 1ST FL,Occupied,false,true,2703,S,CHRISTIANA,AVE,60623,1154467.6415253,1885847.60811935,22,10,30,41.84258621445595,-87.70864068671048,"(41.84258621445595, -87.70864068671048)"
Vacant/Abandoned Building,15-00773910,03/16/2015,Front,,Open,VAGRANTS HAVE BEEN REMOVING BOARDS FROM DOORS/WINDOWS,Vacant,true,true,8059,S,STEWART,AVE,60620,1175025.31698759,1851492.5650231,17,6,44,41.74787739421145,-87.63422517047016,"(41.74787739421145, -87.63422517047016)"
Vacant/Abandoned Building,15-00768404,03/16/2015,Front,,Boarded,,Occupied,false,true,1064,N,PAULINA,ST,60622,1164860.99461027,1907354.74699304,1,12,24,41.90138986774823,-87.66988982263581,"(41.90138986774823, -87.66988982263581)"
Vacant/Abandoned Building,15-00768701,03/16/2015,Front,,Open,FRONT AND REAR,Vacant,false,true,4955,W,ALTGELD,ST,60639,1142935.17463274,1916180.67308484,31,25,19,41.92604621513118,-87.75020584396465,"(41.92604621513118, -87.75020584396465)"
Vacant/Abandoned Building,15-00740031,03/15/2015,Garage,,Boarded,,Vacant,false,false,7403,S,LANGLEY,AVE,60619,1182175.28032522,1856081.33362839,6,3,69,41.76030705918426,-87.60788388357562,"(41.76030705918426, -87.60788388357562)"
Vacant/Abandoned Building,15-00751893,03/15/2015,Garage,,Open,THE GARAGE,Vacant,false,false,9031,S,RACINE,AVE,60620,1169908.73329697,1844898.53907613,21,22,73,41.72989501563192,-87.65316489069848,"(41.72989501563192, -87.65316489069848)"
Vacant/Abandoned Building,15-00745786,03/15/2015,Front,,Boarded,,Vacant,true,false,2015,W,69TH,PL,60636,1164124.33231873,1858567.90010064,17,7,67,41.76752922667584,-87.67397117710148,"(41.76752922667584, -87.67397117710148)"
Vacant/Abandoned Building,15-00754197,03/15/2015,Front,,Open,"FRONT WINDOWS , REAR A BUNCH OF GARBAGE IN THE YARD",Vacant,false,false,2659,E,78TH,ST,60649,1195404.13576905,1853764.65979841,7,4,43,41.75363356973469,-87.55947707042904,"(41.75363356973469, -87.55947707042904)"
Vacant/Abandoned Building,15-00742762,03/15/2015,Rear,,Open,,Vacant,false,false,6344,S,WASHTENAW,AVE,60629,1159467.21072316,1862462.34660671,15,8,66,41.778312851434684,-87.69093503070388,"(41.778312851434684, -87.69093503070388)"
Vacant/Abandoned Building,15-00731467,03/14/2015,Front,,Boarded,ALL OVER,Vacant,true,false,1724,W,ROSCOE,ST,60657,1164130.6923848,1922620.61757769,32,19,6,41.94329583890148,-87.67213994036828,"(41.94329583890148, -87.67213994036828)"
Vacant/Abandoned Building,15-00734285,03/14/2015,Front,,Open,SIDE WINDOW,Vacant,false,false,2659,N,DRAKE,AVE,60647,1152261.86158029,1917453.3475311,35,14,22,41.929359377062575,-87.71590084492972,"(41.929359377062575, -87.71590084492972)"
Vacant/Abandoned Building,15-00732536,03/14/2015,Front,,Open,,Vacant,false,false,4153,S,ARCHER,AVE,60632,1157479.989366,1876917.80083038,14,9,58,41.818021090731285,-87.69782854953672,"(41.818021090731285, -87.69782854953672)"
Vacant/Abandoned Building,15-00728825,03/14/2015,Front,,Open,REAR,Vacant,false,false,427,E,91ST,ST,60619,1180689.18557255,1844736.14620807,6,6,44,41.72920883663215,-87.61367815106496,"(41.72920883663215, -87.61367815106496)"
Vacant/Abandoned Building,15-00734874,03/14/2015,Front,,Boarded,FRONT,Vacant,false,false,8348,S,HAMILTON,AVE,60620,1163482.84988643,1849264.4144214,18,6,71,41.74201258167564,-87.67658281870106,"(41.74201258167564, -87.67658281870106)"
Vacant/Abandoned Building,15-00727710,03/14/2015,Rear,,Open,REAR ENTRY VERY ACCESSIBLE,Vacant,false,true,7831,S,AVALON,AVE,60619,1185905.24491897,1853323.30052661,8,4,45,41.752651620264665,-87.59430047855116,"(41.752651620264665, -87.59430047855116)"
Vacant/Abandoned Building,15-00730986,03/14/2015,Rear,,Open,BURNED OUT OPEN REAR COACH HOUSE,Vacant,true,false,6023,S,MORGAN,ST,60621,1170674.81952037,1864880.65817449,16,7,68,41.7847118851498,-87.64977686731437,"(41.7847118851498, -87.64977686731437)"
Vacant/Abandoned Building,15-00730037,03/14/2015,Front,,Open,FRONT AND REAR,Vacant,false,true,11842,S,PRINCETON,AVE,60628,1176411.44966876,1826401.48110818,34,5,53,41.6789929734569,-87.62989710691966,"(41.6789929734569, -87.62989710691966)"
Vacant/Abandoned Building,15-00704247,03/13/2015,,,,,,,,7257,S,COLES,AVE,60649,1194499.74166707,1857590.74581669,7,3,43,41.76415491241233,-87.56266567491805,"(41.76415491241233, -87.56266567491805)"
Vacant/Abandoned Building,15-00712632,03/13/2015,Rear,,Open,REAR,Vacant,false,true,6120,S,EBERHART,AVE,60637,1180640.24291491,1864541.91808805,20,3,42,41.78355913939866,-87.61325015838813,"(41.78355913939866, -87.61325015838813)"
Vacant/Abandoned Building,15-00711228,03/13/2015,Front,,Open,?,Vacant,false,false,4807,S,ADA,ST,60609,1168139.81941434,1872885.70322941,20,9,61,41.806733582266816,-87.65884094150886,"(41.806733582266816, -87.65884094150886)"
Vacant/Abandoned Building,15-00704932,03/13/2015,Front,,Open,1ST FLOOR FRONT,Vacant,false,true,7826,S,STEWART,AVE,60620,1174998.00152872,1853168.40090795,17,6,69,41.75247670374763,-87.6342753702324,"(41.75247670374763, -87.6342753702324)"
Vacant/Abandoned Building,15-00708420,03/13/2015,Front,,Boarded,,Vacant,false,true,5433,S,UNION,AVE,60609,1172559.93049261,1868727.0339044,3,9,61,41.79522542807201,-87.6427520105478,"(41.79522542807201, -87.6427520105478)"
Vacant/Abandoned Building,15-00714553,03/13/2015,Front,,Open,REAR,Vacant,false,true,726,E,92ND,ST,60619,1182683.60773355,1844131.18050655,6,6,44,41.72750274973011,-87.60639086267028,"(41.72750274973011, -87.60639086267028)"
Vacant/Abandoned Building,15-00700767,03/13/2015,Front,,Open,FRONT,Vacant,false,false,6018,S,CHAMPLAIN,AVE,60637,1181599.52997382,1865249.16998735,20,3,42,41.785477804969894,-87.60971128995624,"(41.785477804969894, -87.60971128995624)"
Vacant/Abandoned Building,15-00713232,03/13/2015,Front,,Open,FRONT AND REAR,Vacant,false,true,7810,S,INGLESIDE,AVE,60619,1183916.27993321,1853420.81370554,8,6,69,41.752965857878344,-87.60158608866197,"(41.752965857878344, -87.60158608866197)"
Vacant/Abandoned Building,15-00709159,03/13/2015,Front,,Open,FRONT,Vacant,false,true,8724,S,WABASH,AVE,60619,1178235.52038827,1847166.50017397,6,6,44,41.73593397439451,-87.62259296784335,"(41.73593397439451, -87.62259296784335)"
